Row,Flag,Question,Answer,Category,Reason
2411,#redflag,"CSPs will be required to use qualified, accredited, Third-Party Assessment Organizations to perform independent assessments on their service and systems which results will be shared with the State. ",?We do not share assessment results with S&amp;L customers. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2413,#redflag,"16) SECURITY INCIDENT OR DATA BREACH NOTIFICATION: Contractor shall, at no additional cost to County, immediately inform the County of any Security Incident or Data Breach. ",?Immediate Breach Notification. Current agreed upon timeframe is 1 Hour for GovCloud. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2414,#redflag,31) COMPLIANCE WITH ACCESSIBILITY STANDARDS: Contractor shall comply with and adhere to Accessibility Standards of Section 508 Amendment to the Rehabilitation Act of 1973. ,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2415,#redflag,"32) RIGHT TO AUDIT: Contractor agrees to, upon written request, permit County, or a third party designated by the County, to perform an assessment, audit, examination, or review of all of Contractor's",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2416,#redflag,"Application 3 - What accessibility standards are meet? Is the solution ADA Section 508 Compliant (""https://www.section508.gov/"" alt=""https://www.section508.gov/"">https://www.section508.gov/)? ",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2417,#redflag,"b) Security Incident Reporting Requirements: Contractor shall report a Security Incident to the Eligible User immediately if Contractor reasonably believes, knows, or should know there has been a Secu",?This is more of a customer responsibility. We don't have a relationship with their users to contact them. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2418,#redflag,"Pg. 61 - 3) CONTRACTOR ACCESS TO SECURE PUBLIC FACILITIES, PUBLIC DATA, AND TECHNOLOGY: An employee of Contractor and Subcontractor may be required to complete a Federal Criminal Background Check, if ",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
2419,#redflag,"Consultant shall allow the County, its authorized agents, or a mutually acceptable third party to test that controls are in place and working as intended. Tests may include, but not be limited to, the",?Right to Audit. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2420,#redflag,"restore County Data in accordance with the RPO and RTO as set forth in the SLA, ",?I don't see this listed anyone in the RFP or in a supplemental document. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2421,#redflag,The County also reserves the right to obtain the requested information by way of a background check performed by an investigative firm. The selected Proposer may also be requested to provide informati,?Background checks. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2422,#redflag,Consultant assumes responsibility for the security and confidentiality of County Data under its control.,"?There exists some customer responsibility for the confidentiality, integrity, and available of their data. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2423,#redflag,Consultant shall conduct an investigation of the disaster or catastrophic failure and shall share the report of the investigation with the County. The County and/or its authorized agents shall have th,?Right to Audit. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2424,#redflag,County may elect to defer or decline installation of updates or to install updates in a test environment before applying them in its production systems. Consultant shall not install or attempt to inst,?I do not believe this is possible in GovCloud. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2425,#yellowflag,"Data must be partitioned from other data in such a manner that access to it will not be impacted or forfeited due to e-discovery, search and seizure or other actions by third parties obtaining or atte","?We may want to ask legal about this. Should an entire drive be subpoenaed for some reason or the other, customer data would be on it as there is not physical separation. @Greg Sowa?",ACCURATE,Aligns with CMDT and Spring '26 docs
2426,#redflag,"High-Availability and Redundancy Service Provider shall have a high-availability and a redundant environment, where the minimum requirements are: E.3.a Power and/or generators shall be 2N E.3.b UPS po",?We do not meet the 2N requirements. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2427,#redflag,"If Cloud Service monthly availability averages less than 99.99% (excluding agreed-upon maintenance downtime), County shall be entitled to recover damages, apply credits or use other contractual remedi",??We cannot commit to 99.99% availability or service credits. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2428,#redflag,"In order to provide maximum security to County Data, cloud service datacenters should encrypt all County Data while in route to and from the Consultant (in motion) using secure transfer methods, such ","?""All"" data cannot be encrypted at rest.THIS IS ALL IN CONFLICT WITH Page 65 of 77:Consultant warrants that all Data will be encrypted in transmission (including via web interface) using Transport Layer Security (TLS) version 1.2 or equivalent and in storage at a level equivalent to or stronger than",ACCURATE,Aligns with CMDT and Spring '26 docs
2429,#yellowflag,"In order to provide maximum security to County Data, cloud service datacenters should encrypt all County Data while in route to and from the Consultant (in motion) using secure transfer methods, such ","?L2P2 isn't an encryption protocol I'm familiar with. They are both however tunneling protocols. This might be a typo meaning L2TP. In any event, it seems the customer is requesting a private connection (VPN) to the SF as opposed to encrypted transit over SSL/TLS. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2430,#redflag,"Post-Breach Audit. Upon advance written request, Consultant agrees that the County or its designated representative shall have access to Consultant?s SaaS, operational documentation, records and datab","?Right to Audit. We can provide details related to the customer org/data/users, but not platform logs/scans/etc. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2431,#redflag,"Subject to confidentiality requirements, County will have reasonable access to Consultant?s SaaS security logs, latency statistics, and other pertinent SaaS security data related to the Contract, at n","?Salesforce security logs are not available to customers. The customer may have access to event logs and security logs relevant to their data / users, but not the platform. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2432,#redflag,"The County, State and Federal governments shall have absolute right to review and audit all records, books, papers, documents, corporate minutes, and other pertinent items as requested, and shall have",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2433,#redflag,"Unless otherwise stated in the SOW, the Consultant shall permanently destroy or render inaccessible any portion of County Data in Consultant?s and/or subcontractor?spossession or control following the",?As long as a certificate of deletion is acceptable we can meet this. Cannot provide a certificate of destruction. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2434,#redflag,"Upon discovery or reasonable belief of any Data Breach, Service Provider shall notify the CISO by the fastest means available and in writing to the County Notices contact within twenty-four (24) hours",?SLA - 24 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2435,#redflag,"When data is destroyed or disposed, it shall be in accordance with the National Institute of Standards of Technology (NIST) Special Publication 800-88 published by the U.S. Department of Commerce. The",?Written Affirmation / Certificate of destruction. Also would require GovCloud regarding NIST SP 800-88. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2436,#redflag,"At its sole expense, Consultant will have an independent, industry-recognized, County-approved third party perform an information security audit. Within five (5) business days of Consultant?s receipt ",?Right to Audit. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2437,#yellowflag,"J.2.2 restore County Data in accordance with the RPO and RTO as set forth in the SLA, ",?Not listed in RFx documentation. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2438,#redflag,"Pg. 48 - B. CLOUD SERVICE AVAILABILITY The Cloud Service shall be available twenty-four (24) hours per day, 365/366 days per year. If Cloud Service monthly availability averages less than 99.99% (excl",?4 9s. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2439,#redflag,"Pg. 52 - I.3 Post-Breach Audit Upon advance written request, Service Provider agrees that the County or its designated representative shall have access to Service Provider?s SaaS, operational document",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2440,#redflag,8.1 - Service Levels ,"?SLAs, including availability.",ACCURATE,Aligns with CMDT and Spring '26 docs
2441,#redflag,Page 2 - Technical / Security Assessment ,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2443,#yellowflag,Provide interoperability with patient context (HL7). ,?Health Cloud here?,ACCURATE,Aligns with CMDT and Spring '26 docs
2444,#redflag,"All network traffic (e.g. between database server and web server, between web server and browser) is encrypted using a minimum of AES-256 encryption. ",?End to End Encryption. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2445,#redflag,"Contractor shall immediately report to DHEC in writing any unauthorized use, access or disclosure of the DHEC Data received from or on behalf DHEC (whether inadvertent or intentional) in violation of ",?Immediate Breach Notification / 24 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2446,#redflag,"Escrow All hosted SaaS contracts where the service is the primary storage location for Agency data must include a three-party data escrow agent to secure Agency data in the event of bankruptcy, contra",?Data Escrow,ACCURATE,Aligns with CMDT and Spring '26 docs
2447,#redflag,PRICING DATA -- AUDIT -- INSPECTION (JAN 2006) ,?Right to Audit / Inspection / Pricing,ACCURATE,Aligns with CMDT and Spring '26 docs
2448,#redflag,"System must be available 24/7, with an average unscheduled downtime of less than 0.1% in any calendar month ",?99.9% availability. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2449,#redflag,"System must comply with the Criminal Justice Information Services (CJIS) Security Policy for information exchange, where possible. ",?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
2450,#redflag,"The contract must include a provision facilitating audits by DHEC, DHEC Business Associates, or other regulatory agencies for purposes of validating compliance with all applicable regulations, contrac",?Right to Audit. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2451,#redflag,"Contractor shall notify SCDHHS within one (1) hour of discovery of an actual breach and within twenty-four (24) hours of discovery of any potential security breach event, or vulnerabilities identified","?SLA, 1 hour breach notification. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2452,#redflag,Plan to perform business impact analysis (BIA) to define the requirements by which SCDHHS and Contractor must continue business operations in the event of a disaster. ? A documentation template outlin,"?BC/DR documentation / activities are performed at a platform level via the DR / CP / BIA activities. Customer must be under NDA to review the available documents. The actual BIA is not available for review. DR / BCP documentation available: ""https://compliance.salesforce.com/en/disaster-recovery-bc",ACCURATE,Aligns with CMDT and Spring '26 docs
2453,#redflag,"As the functions performed by each SCDHHS and the Contractor are interdependent on each other, they have a joint duty to prepare for and conduct disaster recovery (DR) and business continuity (BC) pla",?Customer Participation in DR Testing. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2454,#redflag,Contractor agrees to operate systems and provide Services compliant with the approved security and privacy controls program. Operation of systems in support of SCDHHS contracted Services shall be subj,?Right to Audit. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2455,#redflag,Contractor must maintain at least ninety-nine and nine tenths percent (99.9%) system uptime with the exception of SCDHHS approved maintenance timeframes for production systems. Contractor shall provid,Gov Cloud can do this. Availability SLA %99.9,ACCURATE,Aligns with CMDT and Spring '26 docs
2456,#redflag,"Contractor shall, prior to processing, storing or otherwise handling any government data, have completed and submitted to SCDHHS an Independent Assessment of Security and Privacy Controls. Assessment ",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2457,#redflag,System must be Section 508 compliant ,?Will require additional configuration to be 508 compliant. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2459,#redflag,Item #4 - Recovery with Data Loss ,"?""No Data Loss"" implies an RPO of 0.00 sec."" SF RPO is 4 Hours. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2460,#redflag,Item #6 - Breach Notification ,?1 Hour Breach Notification SLA,ACCURATE,Aligns with CMDT and Spring '26 docs
2461,#redflag,Item #7 - Assessment SLA ,?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2462,#redflag,Item #9 - Maintenance Hours ,?Customer cannot stipulate maintenance hours. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2463,#redflag,"P. 83 - SCDHHS is currently subject to information security requirements defined by both state and federal statutes. All systems maintained by the Contractor that transport, maintain, and/or store dat",?Salesforce is currently not authorized to process 1075 data. We need to confirm if 1075 is applicable for the scope of this application as this phrase is a catch-all. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2464,#redflag,RFP - Pg. 20 - Availability ? 8AM to 6PM EST: 99.99% ,?4 9s. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2465,#redflag,RFP - Pg 20 - Mean Time to Restore Functionality (RTO): 30 Minutes ,?30 Minute RTO,ACCURATE,Aligns with CMDT and Spring '26 docs
2466,#redflag,"The Contractor will be responsible for the remediation and/or mitigation of any vulnerabilities identified by State security tools, scans or audits.",?State may not audit the Salesforce platform. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2467,#redflag,"Any breach of data security, from any cause, shall be the responsibility of the Contractor. Any costs to the State or to customers relating to such breach shall be the responsibility of the Contractor",?There is some customer responsibility regarding implementation of SF org. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2468,#redflag,"All network traffic (e.g. between database server and web server, between web server and browser) is encrypted using a minimum of AES-256 encryption ","?End to End Encryption. This is a GovCloud Plus functionality, but not GIA1. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2469,#redflag,"Audit logs shall be maintained for all system transactions (e.g. logon events successful and unsuccessful, queries, records viewed, records submitted, account changes, record changes, source user IP a",?Note to Partner here as RTEM will only store the audit logs up to 6 months. An offloading of logs solution would have to be written to to meet 1 year. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2471,#redflag,Contractor shall allow SCDNR to audit its systems and records on request at reasonable times to ensure that data received from or stored on behalf of SCDNR is used and disclosed only for purposes auth,?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2472,#redflag,"Contractor shall immediately report to the Chief Information Security Officer and the IT Director at SCDNR in writing any unauthorized use, access or disclosure of the SCDNR Data received from or on b",?Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2473,#redflag,"Database, database backups and database replication instances are encrypted using minimum AES-256 encryption.",?We do not implement whole database encryption. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2474,#redflag,The Contractor must arrange to conduct disaster recovery tests. Tests must involve a mock disaster in which the Contractor tests procedures set out in the disaster recovery plan from beginning to end.,?Customers are not permitted to participate in DR Testing. Results are made available to customers via trust portal. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2476,#redflag,"The system must comply with all laws, regulations, and industry standards mandated by State, Federal, or self-regulating bodies (i.e. EPA, USDA, DAA, CDC, FDA, FBI, PCI-DSS) for data exchange. ",?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
2477,#redflag,"Inspection. At reasonable times, the state may inspect any part of your place of business which is related to performance of the work. (d) Instructions Certification. When you submit data pursuant to ",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2478,#redflag,Full system and data backups must be completed and stored offsite and at least 100 miles from the production databases. ,?We do not store backups offsite. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2479,#redflag,"Immediately upon discovery of a compromise or improper use of government information, Contractor shall take such action as may be necessary to preserve forensic evidence and eliminate the cause of the",?24 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2481,#redflag,"The system shall be available and fully functional 99.999% of the time 24 hours a day, 7 days a week. ",?5 9s,ACCURATE,Aligns with CMDT and Spring '26 docs
2482,#redflag,7. AUDIT. 7.1 Right to Audit; Misuse of Data. Licensor has the right to audit Licensee at Licensor's expense. Licensor shall conduct an audit and use the information obtained in an audit only to enfor,?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2483,#redflag,3.1 ADA 508: The Contractor application shall be compliant with ADA 508 standards. ,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2484,#yellowflag,Pg 31 - Shall accommodate all users with zero or extremely low lag threshold. ,?Need more information / clarity on this requirement for response. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2485,#redflag,Ability to provide for high-availability operation. The acceptable level of performance for this project will be 99.9% with high-availability clusters (Tier 3 or better). How is this feature implement,?99.9 Availability. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2486,#yellowflag,"All customer facing user interface components must employ a browser-based Web interface fully compatible with industry recognized common browsers (i.e., Internet Explorer, Firefox). ",?Assuming IE should be Edge here. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2487,#yellowflag,Attachment B (1) ,?These items are specific security control language that are contained within a CONFIDENTIAL Salesforce document. Customer will need to submit NDA + Cloud NDA to get access to Security Plan information to review control implementation. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2488,#redflag,"Immediately upon discovery of a compromise or improper use of government information, Contractor shall take such action as may be necessary to preserve forensic evidence and eliminate the cause of the",?Immediate / 24 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2489,#redflag,"Before acceptance by the State the Consultant will provide the State, at a time and for duration agreeable to both parties, access to the application and underlying hardware referenced in this Agreeme",?Right to Audit. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2490,#redflag,"Deposit in Escrow: ?Source Code? means all source code of the Software, together with all commentary and other materials supporting, incorporated into or necessary for the use of such source code, inc",?Source Code Escrow,ACCURATE,Aligns with CMDT and Spring '26 docs
2491,#redflag,"It is State policy that if your system connects to another system providing SaaS, IaaS, or PaaS that this system has a security scan. The State would want to scan a test system; not a production syste","?This could be a redflag. Customers can perform scans on their side of the firewall, but may not scans assets internally. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2492,#redflag,"Will the source code for the system be put in escrow for the State of South Dakota? If yes, will you pay the associated escrow fees? ",?Source Code Escrow,ACCURATE,Aligns with CMDT and Spring '26 docs
2493,#redflag,Advance notice of 30 days shall be provided the State of any major upgrades or system changes the Consultant will be implementing unless the changes are for reasons of security. A major upgrade is a r,"?State cannot delay upgrades. Also, Right to Audit. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2494,#redflag,"Consultant hereby acknowledges and agrees that all reports, plans, specifications, technical data, miscellaneous drawings, agreements, State Proprietary Information, any information discovered by the ",?Salesforce is currently not 1075 compliant to process FTI. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2495,#redflag,"The Consultant grants authorized State and/or federal personnel access to inspect their systems, facilities, work areas, contractual relationships with third parties involved in supporting any aspects","?Right to audit. Visits to the location can be setup on an annual basis, but not as an inspection/audit of those systems. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2496,#redflag,"The Consultant shall implement and maintain appropriate administrative, technical and organizational security measures to safeguard against unauthorized access, disclosure or theft of Personally Ident",?FTI / 1075,ACCURATE,Aligns with CMDT and Spring '26 docs
2497,#redflag,"The Consultant will provide documentation and, at the discretion of the State, allow for on-site inspections as needed to demonstrate that all facilities supporting the application have adequate safeg",?Right to Audit. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2498,#redflag,"The Consultant will retain logs associated with End User activity for a minimum of one (1) year, unless the parties mutually agree to a different period. ",?We can do up to 180 days with Real Time Event Monitoring or can offload to customer owned SIEM tool. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2499,#redflag,The Offeror acknowledges that the State will conduct a security and vulnerability scan as part of the review of the Offeror?s RFP if the offeror is hosting. This scan will not include a penetration te,?Right to Audit. Customer may perform scans on their side of the firewall. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2500,#redflag,The State will install and operate the Consultant?s product on the State?s computing infrastructure.,?SaaS solution. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2501,#redflag,"Using appropriate and reliable storage media, the Consultant will regularly back up State?s data and End User Data and retain such backup copies for a minimum of thirteen (13) months.",?Backups are currently not kept for 13 months. Customer does have ability to back up their own data. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2502,#redflag,"If the vendor will have State data on its system(s) or on a third-party?s system and the data cannot be sanitized at the end of the project, the vendor?s proposal must indicate this and give the reaso",?We will have to provide a response to this as we do not sanitize media after the project is over. We sanitize in the event of malfunction or equipment sunset. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2503,#redflag,The proposed Healthcare Licensing product must offer a high availability solution with a track record of 99.99% uptime or better. ,?4 9s,ACCURATE,Aligns with CMDT and Spring '26 docs
2504,#redflag,"(Company name here) acknowledges and affirms that it understands that the (company name here) employees who have access to production Personally Identifiable Information (PII), data protected under th",?FTI / 1075,ACCURATE,Aligns with CMDT and Spring '26 docs
2505,#redflag,Consultant provides their consent for the State or any third-party acting for the State to scan the systems and data provided as the State wishes using any methodology that the State wishes. Any scann,?Right to Audit.Customer may scan data/site in accordance to what is available via Customer penetration tests. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2506,#redflag,"The Consultant will also allow the State at the State?s expense, not to include Consultant?s expenses, to perform up to two security audit and vulnerability assessments per year to provide State of So","?Right to Audit. Customer may scan data/site in accordance to what is available via Customer penetration tests. Customer may also audit what controls it has access to audit at the app tier, but not platform assets. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2507,#redflag,"3.14.1 Operates in all supported browsers for Mac and PC (e.g., Firefox, Internet Explorer, Bing, and Netscape) ","?Outdated requirement. I'm not even sure Netscape exists anymore and Bing isn't a browser. ""https://help.salesforce.com/articleView?id=getstart_browsers_sfx.htm&type=5"" alt=""https://help.salesforce.com/articleView?id=getstart_browsers_sfx.htm&type=5"">https://help.salesforce.com/articleView?id=getsta",ACCURATE,Aligns with CMDT and Spring '26 docs
2508,#redflag,A. The Consultant shall notify the State Contact within twelve (12) hours of the Consultant becoming aware that a Security Incident has occurred. ,12 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2509,#redflag,"Appendix A, A. The Consultant shall notify the State Contact within twelve (12) hours of the Consultant becoming aware that a Security Incident has occurred. If notification of a Security Incident to ",?12 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2511,#redflag,"Appendix A - The Consultant will also allow the State at the State?s expense, not to include Consultant?s expenses, to perform up to two security audit and vulnerability assessments per year ",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2512,#redflag,"BACKGROUND CHECKS The State requires all employee(s) of the Consultant, Subcontractors, Agents, Assigns and or Affiliated Entities who write or modify State owned software, alter hardware, configure s",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
2513,#redflag,"CONSULTANT TRAINING REQUIREMENTS The Consultant, Consultant?s employee(s), and Consultant?s Subcontractors, Agents, Assigns, Affiliated Entities and their employee(s), must successfully complete, at t",?Customer Specific Training,ACCURATE,Aligns with CMDT and Spring '26 docs
2515,#redflag,This State data must be permanently deleted by either purging the data or destroying the medium on which the State data is found according to the methods given in the most current version of NIST 800-,?Media is not sanitized after termination of contract. We do meet NIST 800-88 in the event we do need to destroy a drive. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2516,#redflag,25. Personnel Security MeasuresSEPTA reserves the right to impose personnel security measures upon theContractor/Consultant and its employees as SEPTA deems necessary and appropriate toensure the safe,?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
2517,#redflag,"City reserves the rights, including, but not limited to, making a site visit, scanning for malicious codes, and hiring a third-party to perform a security audit if City determines that the Audit Repor",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2519,#redflag,Relevant security provisions of the Criminal Justice Services (CJIS) Security policy. ,?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
2520,#redflag,"The system hosting environment shall implement security best practices and monitoring including, but not limited to: Host Intrusion Prevention (HIPS) or Detection (HISDA), Network Intrusion Prevention",?We do not implement WAF. WAF will break things. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2521,#redflag,The system shall be available (uptime) ninety-nine percent (99.9%) of the 24x7x365 operations over 24-48 months. ,?3 9s over 24-48 months. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2522,#redflag,"The system shall provide a user interface that complies with recognized accessibility/usability standards (e.g., the American Disabilities Act( http://www.ada.gov/) , the Rehabilitation Act Section 50",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2524,#redflag,"The Vendor shall have standard recovery processes in place to define how data and system security will be protected from disruption and loss in event of natural disaster, emergency, power outage, and ",?24 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2525,#yellowflag,Service Provider has secured off-site storage and documented retrieval procedures for backups. ,?We do not store backups offsite. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2526,#redflag,"Service Provider will accommodate Customer's request and allow for a site visit for a security audit, given 48 hours notice. ",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2528,#redflag,All consultants responsible for preparing content intended for use or publication on a County-managed or County-funded web site must comply with applicable Federal accessibility standards established ,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2530,#redflag,"C. B1 Level client/server software security, as defined by ?Trusted Computer System Criteria?, DOD 5200.28 - STD, 1985. B1 security requires the ability to add trusted labels (i.e., security level ide",?These standards haven't been used in about two decades and have been superseded a couple of times. We should call out our DOD IL rating here and get some clarification on this. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2531,#redflag,"Contractor will accommodate and upon reasonable notice by Sonoma County, work with Sonoma County and/or its subcontractors to submit to a random information security audit. This is to ensure that the ",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2532,#redflag,"Notify County by telephone and e-mail within twenty-four (24) hours of any suspected or actual breach of security, intrusion, or unauthorized use or disclosure of information of which Contractor or it",?24 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2534,#redflag,The application must comply with Section 508 ADA. ,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2535,#redflag,"Describe any claims and anticipated or pending litigation in the past five (5) years. Provide a list of such claims showing the names of the parties, the status, the court name, and the cause number.",?Not sure we would provide this. Would consult with legal. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2537,#redflag,"SORM data is confidential and sensitive. To protect the assets of the state (data), Proposer will be required to ensure data protection controls comply with the requirements of Texas Administrative Co","?We can support these activities, but many of these requirements are very agency driven requirements that we would not be able to carry out without the state's support. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2538,#redflag,"The Proposer will be required to sign a Confidentiality and Nondisclosure Agreement, a Data Use Agreement, and if applicable, a Parent Guaranty and/or Source Code Escrow Agreement.",?Source Code EscrowNDA/CAs #yellowflag?,ACCURATE,Aligns with CMDT and Spring '26 docs
2539,#redflag,"CONTRACTOR?s Business Continuity and/or Disaster Recovery Plan shall conform to any requirements imposed upon SORM, by the state of Texas or the Federal government.",?Specific requirements are not listed here. No RPO/RTO requirements. Is there an additional appendix that provides project specific requirements? ,ACCURATE,Aligns with CMDT and Spring '26 docs
2540,#redflag,"Liquidated Damages. The parties acknowledge that it is impossible or impractical to estimate certain damages with any degree of certainty. Therefore, the parties agree as follows: 7.5.1. If the Propos",?Liquidated Damages,ACCURATE,Aligns with CMDT and Spring '26 docs
2541,#redflag,"Proposer must provide a response to Attachment E, Business Continuity Disaster Recovery Questionnaire ","?I do not see this document attached. Depending on the questions, might require NDA. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2542,#redflag,State Auditor?s Right to Audit. The state auditor may conduct an audit or investigation of any entity receiving funds from the state directly under the contract or indirectly through a subcontract und,?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
2543,#redflag,"(h) Actions Following Disclosure. Immediately upon discovery of a compromise or improper use of government information, Contractor shall take such action as may be necessary to preserve forensic evide",?24 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2545,#yellowflag,"(1) if feasible, return or destroy all St. Louis County data received from, St. Louis County that Vendor or any of its subcontractors and agents still maintain in any form; or 30 | P a g e (2) if Vend","?1) - Not Feasible2a) - Media will not leave the SF secure enclave unless damaged or otherwise decommissioned. At that time, media will be disposed of using approved processes within the Media Handling Process to securely destroy media.2b) - Unsure on this language (bolded). Does this obligate SF be",ACCURATE,Aligns with CMDT and Spring '26 docs
2546,#redflag,"Vendor represents and warrants that from the Effective Date of this Agreement and for so long as it maintains, acquires, discloses, uses, or has access to St Louis County data thereafter, Vendor shall","?If the compliance status of the information systems changes, it will be reflect in the FedRAMP marketplace at ""https://marketplace.fedramp.gov/#/products"" alt=""https://marketplace.fedramp.gov/#/products"">https://marketplace.fedramp.gov/#/products. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2547,#redflag,"B-17: The system can track court information, including, but not limited to court location, docket number, judge name, court notes, all attorneys involved, attorney date assignment and calendaring. ",?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
2548,#yellowflag,"B-24: The system must allow for unlimited storage and access to all documents and media, even remotely. ","?Language regarding ""Unlimited""",ACCURATE,Aligns with CMDT and Spring '26 docs
2550,#redflag,"The system must categorize a case with multiple identifiers for reporting purposes (e.g., DUI, Domestic Violence, Drug Court, and Capital Punishment). ",?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
